feature_index,street_name,city,score
1955,MASSACHUSETTS TURNPIKE,339,3.0
1956,MASSACHUSETTS TURNPIKE,339,3.0
1957,MASSACHUSETTS TURNPIKE,35,6.0
1958,MASSACHUSETTS TURNPIKE,35,6.0
1959,MASSACHUSETTS TURNPIKE,150,6.0
1960,MASSACHUSETTS TURNPIKE,150,6.0
1961,INTERSTATE 91,159,3.0
1962,INTERSTATE 91,159,3.0
1963,INTERSTATE 91,214,3.0
1964,MASSACHUSETTS TURNPIKE,227,3.0
1965,MASSACHUSETTS TURNPIKE,227,3.0
1966,INTERSTATE 91,281,3.0
1967,INTERSTATE 91,281,3.0
1968,INTERSTATE 91,281,3.0
1969,INTERSTATE 91,281,3.0
1970,INTERSTATE 91,281,6.0
1971,INTERSTATE 91,325,3.0
1972,MASSACHUSETTS TURNPIKE,61,3.0
1973,MASSACHUSETTS TURNPIKE,61,3.0
1974,INTERSTATE 91,29,6.0
1975,INTERSTATE 91,61,3.0
1976,MASSACHUSETTS TURNPIKE,22,6.0
1977,MASSACHUSETTS TURNPIKE,22,6.0
1978,MASSACHUSETTS TURNPIKE,22,6.0
1979,MASSACHUSETTS TURNPIKE,35,6.0
1980,MASSACHUSETTS TURNPIKE,198,3.0
1981,MASSACHUSETTS TURNPIKE,35,12.0
1982,MASSACHUSETTS TURNPIKE,150,6.0
1983,MASSACHUSETTS TURNPIKE,227,3.0
1984,MASSACHUSETTS TURNPIKE,256,3.0
1985,MASSACHUSETTS TURNPIKE,17,3.0
1986,MASSACHUSETTS TURNPIKE,17,3.0
1987,MASSACHUSETTS TURNPIKE,46,3.0
1988,MASSACHUSETTS TURNPIKE,54,3.0
1989,MASSACHUSETTS TURNPIKE,54,3.0
1990,MASSACHUSETTS TURNPIKE,54,3.0
1993,INTERSTATE 395,17,3.0
1994,INTERSTATE 395,17,3.0
1995,INTERSTATE 395,17,3.0
1996,BLUE STAR MEMORIAL HIGHWAY,101,3.0
1997,BLUE STAR MEMORIAL HIGHWAY,101,3.0
1998,BLUE STAR MEMORIAL HIGHWAY,125,3.0
1999,MASSACHUSETTS TURNPIKE,35,6.0
2000,MASSACHUSETTS TURNPIKE,35,6.0
2001,MASSACHUSETTS TURNPIKE,35,6.0
2002,MASSACHUSETTS TURNPIKE,35,6.0
2003,MASSACHUSETTS TURNPIKE,35,6.0
2004,INTERSTATE 93,181,3.0
2005,INTERSTATE 93,342,3.0
2006,INTERSTATE 93,342,3.0
2007,INTERSTATE 93,344,3.0
2008,INTERSTATE 93,347,3.0
2009,INTERSTATE 93,347,3.0
2010,INTERSTATE 93,347,3.0
2011,INTERSTATE 93,347,3.0
2012,INTERSTATE 91,61,3.0
2013,INTERSTATE 91,61,3.0
2014,YANKEE DIVISION HIGHWAY,189,3.0
2015,YANKEE DIVISION HIGHWAY,48,3.0
2016,INTERSTATE 95,50,3.0
2017,INTERSTATE 95,50,3.0
2018,YANKEE DIVISION HIGHWAY,50,15.0
2019,INTERSTATE 95,71,3.0
2020,INTERSTATE 95,71,3.0
2021,INTERSTATE 95,71,3.0
2022,INTERSTATE 95,71,3.0
2023,INTERSTATE 95,71,3.0
2024,INTERSTATE 93,347,3.0
2025,MASSACHUSETTS TURNPIKE,17,3.0
2026,INTERSTATE 91,337,3.0
2027,MASSACHUSETTS TURNPIKE,17,3.0
2028,MASSACHUSETTS TURNPIKE,328,3.0
2029,MASSACHUSETTS TURNPIKE,100,3.0
2030,INTERSTATE 91,114,6.0
2031,INTERSTATE 91,114,6.0
2032,INTERSTATE 91,114,6.0
2033,INTERSTATE 91,114,6.0
2034,INTERSTATE 91,127,3.0
2035,INTERSTATE 91,127,3.0
2036,YANKEE DIVISION HIGHWAY,50,3.0
2037,BLUE STAR MEMORIAL HIGHWAY,25,3.0
2038,BLUE STAR MEMORIAL HIGHWAY,28,3.0
2039,BLUE STAR MEMORIAL HIGHWAY,28,3.0
2040,BLUE STAR MEMORIAL HIGHWAY,42,3.0
2041,BLUE STAR MEMORIAL HIGHWAY,42,3.0
2042,BLUE STAR MEMORIAL HIGHWAY,42,3.0
